tweet_text;user_id;user_display_name;user_screen_name;follower_count;following_count;account_creation_date;tweet_time;in_reply_to_userid;like_count;retweet_count;Num_Syllables;id;Avg_Syllables;Avg_Words_in_Sentences;Flesh-Kincaid;Num_Big_words;Num_Long_Sentences;Num_Sentences;Num_Short_Sentences;Num_Urls;Num_words;Rate_Adv_adj;class
China's #HongKong on Friday cut its gross domestic product (#GDP) forecast for 2019 to a negative 1.3% as local unr??Ý https://t.co/G6RkP4DKcp;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/15/19 2:46 PM;;57.0;18.0;54.0;685.0;2,1818181818;21;18,7354545455;7.0;.0;1.0;.0;1.0;22.0;0,0454545455;real
The Head of the Liaison Office of the Central People???s Government in Hong Kong on Friday issued a statement express??Ý https://t.co/hYdPVxoWyn;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/15/19 8:15 AM;303862998;35.0;9.0;40.0;686.0;2,1;19;16,99;7.0;.0;1.0;.0;1.0;20.0;0;real
#UPDATE: #HongKong police classified death of the 70-year-old man who was hit by a brick as murder. He was hit in t??Ý https://t.co/ZSz1YGgkw1;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/15/19 6:21 AM;303862998;56.0;19.0;43.0;687.0;2375;3,5;13995;4.0;.0;2.0;2.0;1.0;8.0;125;real
Chinese Embassy in UK condemns the activists who besieged and attacked Teresa Cheng, justice secretary of Hong Kong??Ý https://t.co/qUrjfqD24h;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/15/19 4:20 AM;;127.0;47.0;41.0;688.0;2;9,5;11,91;8.0;.0;2.0;1.0;1.0;20.0;0,05;real
The 70-year-old man who sustained critical head injuries during a clash with protesters in Hong Kong died on Thursd??Ý https://t.co/Hbm0YcrnWA;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/15/19 2:57 AM;;150.0;67.0;39.0;689.0;2,0952380952;20;17,3238095238;8.0;.0;1.0;.0;1.0;21.0;0,0476190476;real
#HongKong's Secretary for Justice Teresa Cheng was attacked and injured in London on Thursday. Chief Executive??Ý https://t.co/ik92NwC9wD;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/15/19 1:45 AM;;62.0;22.0;40.0;690.0;2,5294117647;16;20,8870588235;8.0;.0;1.0;.0;1.0;17.0;0,1176470588;real
The Hong Kong rioters' actions are no different than that of terrorists. https://t.co/GT7KWnmF1r;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/15/19 1:40 AM;;598.0;232.0;23.0;691.0;1,9523809524;20;15,6380952381;6.0;.0;1.0;.0;1.0;21.0;0;real
#BREAKING: Chinese President #XiJinping says the most pressing task for #HongKong is to stop violence and restore o??Ý https://t.co/PXp2v7OLY9;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/14/19 2:29 PM;;190.0;41.0;42.0;692.0;2,35;19;19,94;8.0;.0;1.0;.0;1.0;20.0;0,05;real
China's #HongKong said on Thur that the Commissioner of Police has appointed a batch of officers of the Correctiona??Ý https://t.co/q9AencKaLZ;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/14/19 2:10 PM;;47.0;10.0;42.0;693.0;2,5714285714;10,5;18,8478571429;8.0;.0;2.0;1.0;1.0;21.0;0,1904761905;real
#HongKong police is investigating the case of a male found dead in Tsuen Wan. There is no police behind the death,??Ý https://t.co/rzGZGBH9xR;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/14/19 10:56 AM;;52.0;14.0;40.0;694.0;1,9047619048;20;15,0761904762;9.0;.0;1.0;.0;1.0;21.0;0,0476190476;real
The truth in Hong Kong: What the hell are you doing? https://t.co/Ep13AW6Vq6;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/14/19 1:42 AM;;610.0;137.0;16.0;695.0;1,8695652174;11;10,9558695652;6.0;.0;2.0;1.0;1.0;23.0;0,0434782609;real
China urged the US to immediately stop pushing forward any bills related to Hong Kong, supporting violent behaviors??Ý https://t.co/9dbY3UC5fB;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/13/19 8:58 AM;;106.0;31.0;38.0;696.0;2,1578947368;18;17,2831578947;10.0;.0;1.0;.0;1.0;19.0;0,0526315789;real
All #HongKong schools will be suspended on Thursday over concerns about traffic and emergency conditions, #HongKong??Ý https://t.co/IV6uzG0DwX;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/13/19 6:57 AM;;50.0;15.0;39.0;697.0;1,95;19;15,22;7.0;.0;1.0;.0;1.0;20.0;0,1;real
Hong Kong rioters tossed trash toward MTR tracks and the highway, striking a nerve with residents. https://t.co/QyAPpi0Lyp;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/13/19 2:00 AM;;125.0;45.0;31.0;698.0;2,3529411765;8;15,4897058824;9.0;.0;2.0;1.0;1.0;17.0;0;real
HKSAR Chief Executive Carrie Lam said Tue that recent violence and vandalism have paralyzed Hong Kong and condemned??Ý https://t.co/L5dz0qkKkm;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/12/19 6:30 AM;;53.0;18.0;41.0;699.0;1,7692307692;6;7,8219230769;4.0;.0;2.0;1.0;1.0;13.0;0,0769230769;real
Rioters in Hong Kong beat up a truck driver trying to clear barricades that disrupt traffic on Nov 11. https://t.co/H5llso0lZW;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/12/19 2:30 AM;;814.0;265.0;37.0;700.0;2,2105263158;18;17,9042105263;8.0;.0;1.0;.0;1.0;19.0;0,1578947368;real
Footage shows #HongKong Police officer fired shots at protestors during morning clashes on Monday in Sai Wan Ho. WA??Ý https://t.co/T66RVnbK5Q;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/11/19 3:55 PM;;269.0;128.0;39.0;701.0;2,1;19;16,99;7.0;.0;1.0;.0;1.0;20.0;0;real
#HK rioters set a man who disagreed with them on fire in Ma On Shan on Monday, Hong Kong police confirmed, adding t??Ý https://t.co/fbXYyKPUYc;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/11/19 7:10 AM;;344.0;134.0;47.0;702.0;1,8181818182;10,5;10,1545454545;6.0;.0;2.0;1.0;1.0;22.0;0,0454545455;real
Hong Kong student protest leader fails to clarify legitimacy and violence in a recent interview https://t.co/vBspzYctj0;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/11/19 1:13 AM;;156.0;50.0;35.0;703.0;1,3333333333;5,5;2,4833333333;1.0;.0;2.0;.0;1.0;12.0;0;real
#UPDATE: Another 3 members of Hong Kong LegCo were arrested for allegedly breaching legislative council regulation??Ý https://t.co/6S95XPPKK1;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/10/19 2:29 AM;;70.0;14.0;43.0;704.0;2;18;15,42;7.0;.0;1.0;.0;1.0;19.0;0,1578947368;real
The CCTV footage shows the deceased student fell before the Hong Kong police force entered the parking lot on Nov 3. https://t.co/Fp3jSpavZ5;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/10/19 1:52 AM;;101.0;20.0;38.0;705.0;2,2941176471;16;18,1105882353;9.0;.0;1.0;.0;1.0;17.0;0;real
3 members of #HongKong LegCo, Raymond Chan, Eddie Chu and Au Nok-hin, were arrested for allegedly breaching legisla??Ý https://t.co/GwP1EmmVdd;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/9/19 10:59 AM;;35.0;5.0;51.0;706.0;1,8235294118;8;9,2426470588;7.0;.0;2.0;1.0;1.0;17.0;0,0588235294;real
The British Government and Parliament's so-called reports on #HongKong interfered in China's internal affairs, disr??Ý https://t.co/2zhazbQ3G1;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/9/19 10:05 AM;;74.0;20.0;42.0;707.0;2,1578947368;18;17,2831578947;7.0;.0;1.0;.0;1.0;19.0;0,0526315789;real
Violence has escalated in Hong Kong, and this should stop! As of Nov 7, an online petition calling for an end to th??Ý https://t.co/xXIdsv9fAF;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/9/19 3:35 AM;;222.0;75.0;42.0;708.0;1,85;9,5;10,14;6.0;.0;2.0;1.0;1.0;20.0;0,05;real
The People's Bank of China has issued 30 billion yuan (about 4.29 billion U.S. dollars) of bills in #HongKong https://t.co/ynTvcD01ln;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/8/19 7:07 PM;;59.0;15.0;50.0;709.0;1,95;9,5;11,32;9.0;.0;2.0;1.0;1.0;20.0;0;real
Hong Kong police said the deceased student fell before the police force entered the parking lot, refuting accusatio??Ý https://t.co/K2l7n5aBdP;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/8/19 10:26 AM;;42.0;17.0;33.0;710.0;1,9583333333;23;16,8783333333;6.0;.0;1.0;.0;1.0;24.0;0;real
The man who attacked Hong Kong lawmaker Junius Ho with a knife was charged with attempted murder on Fri. At the req??Ý https://t.co/IN2S3FWliW;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/8/19 5:15 AM;;28.0;13.0;40.0;711.0;2,1875;15;16,4625;8.0;.0;1.0;.0;1.0;16.0;0,0625;real
Local residents hope to change the current situation in Hong Kong and recover the city's economy. https://t.co/1XuMdE1Ed2;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/8/19 2:59 AM;;73.0;18.0;36.0;712.0;2,5294117647;16;20,8870588235;9.0;.0;1.0;.0;1.0;17.0;0,1176470588;real
The Hong Kong and Macao Affairs Office of the State Council on Thursday voiced strong indignation and condemnation??Ý https://t.co/Lbp72CL24Y;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/8/19 2:00 AM;;37.0;10.0;34.0;713.0;1,7272727273;10,5;9,0818181818;7.0;.0;2.0;1.0;1.0;22.0;0,0454545455;real
#HongKong, #Macao residents will be treated like mainland residents when purchasing properties in nine cities in so??Ý https://t.co/JDUEARUcDv;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/7/19 8:00 AM;;85.0;16.0;40.0;714.0;2,6842105263;18;23,4936842105;9.0;.0;1.0;.0;1.0;19.0;0,0526315789;real
The months-long riots in Hong Kong have hit the city's economy hard. https://t.co/1IJk7ZLx1c;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/7/19 1:30 AM;;95.0;29.0;25.0;715.0;2625;15;21625;10.0;.0;1.0;.0;1.0;16.0;0,1875;real
Chinese Vice Premier Han Zheng on Wednesday met with Carrie Lam, Chief Executive of China's #HongKong Special Admin??Ý https://t.co/ODQq7iebTk;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/6/19 1:39 PM;;61.0;13.0;44.0;716.0;1,75;11,5;9,74;6.0;.0;2.0;.0;1.0;24.0;0,0416666667;real
#BREAKING: #HongKong lawmaker Junius Ho was injured in an attack in Tuen Mun on Wednesday morning. https://t.co/c4DAAo24yK;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/6/19 1:59 AM;;50.0;11.0;38.0;717.0;2,5;5,25;15,86;7.0;.0;4.0;3.0;1.0;20.0;0;real
China's #HongKong Special Administrative Region (HKSAR) government is planing the 2nd community dialogue with the p??Ý https://t.co/1hj77Vpi55;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/5/19 1:46 PM;;56.0;12.0;48.0;718.0;1,7368421053;18;12,3147368421;9.0;.0;1.0;.0;1.0;19.0;0,0526315789;real
Hong Kong people do their part to restore order after months-long riots cause chaos and disruptions. https://t.co/VWPF0s2CUu;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/5/19 1:17 AM;;185.0;50.0;29.0;719.0;1,7391304348;11;9,4167391304;6.0;.0;2.0;1.0;1.0;23.0;0,0434782609;real
85 MTR stations were vandalized by violent protesters in #HongKong by Nov. 4th : HK Police https://t.co/BCZldXDTKl;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/4/19 6:32 PM;;64.0;28.0;41.0;720.0;2,1176470588;8;12,7132352941;7.0;.0;2.0;1.0;1.0;17.0;0,1176470588;real
President #XiJinping on Monday met with Chief Executive of #HongKong Special Administrative Region (#HKSAR) Carrie??Ý https://t.co/q57FCmxuRj;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/4/19 5:55 PM;;137.0;26.0;45.0;721.0;1,7894736842;18;12,9357894737;8.0;.0;1.0;.0;1.0;19.0;0,0526315789;real
???I also live in the city.??? A righteous expatriate helps clean up barricades in Wan Chai, Hong Kong while scolding r??Ý https://t.co/50qVYcTOl3;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/4/19 1:46 AM;;760.0;164.0;45.0;722.0;2,2222222222;17;17,6522222222;9.0;.0;1.0;.0;1.0;18.0;0;real
Street violence spills over to campus in Hong Kong. https://t.co/N3JwSohMkG;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;11/3/19 2:15 AM;;89.0;25.0;17.0;723.0;1,9230769231;6;9,6373076923;3.0;.0;2.0;1.0;1.0;13.0;0,1538461538;real
#HongKong gross domestic product (#GDP) shrank by 2.9% year on year in the 3rd quarter of 2019 as local social unre??Ý https://t.co/APJnJfo6da;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/31/19 12:42 PM;;86.0;16.0;48.0;724.0;2,3157894737;18;19,1463157895;9.0;.0;1.0;.0;1.0;19.0;0,0526315789;real
Foreign experts criticize Western politicians' double standards on Hong Kong-related affairs. https://t.co/jQ0baoJaAN;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/31/19 2:15 AM;;78.0;23.0;29.0;725.0;2,2352941176;8;14,1014705882;8.0;.0;2.0;1.0;1.0;17.0;0;real
Chief Executive of China's #HongKong Special Administrative Region (#HKSAR) Carrie Lam said on Wednesday that 'the??Ý https://t.co/mEoXXiKNjE;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/30/19 3:50 PM;;60.0;13.0;48.0;726.0;2,8235294118;16;24,3576470588;10.0;.0;1.0;.0;1.0;17.0;0;real
VIDEO: An elderly woman was beaten when entering a district council office in Hong Kong???s Tuen Mun District on Oct??Ý https://t.co/ENEoElXvYQ;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/30/19 1:25 AM;;84.0;29.0;44.0;727.0;1,7058823529;8;7,8544117647;4.0;.0;2.0;1.0;1.0;17.0;0,0588235294;real
Why are the protesters violent in Catalonia but peaceful in Hong Kong? Think about it ??Ï? https://t.co/7mIUBxSZoP;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/29/19 1:07 AM;;688.0;179.0;30.0;728.0;2,4117647059;8;16,1838235294;6.0;.0;2.0;1.0;1.0;17.0;0,0588235294;real
Leaderless on the surface, a well-trained 'army' behind the scenes: What is happening in Hong Kong are not demonstr??Ý https://t.co/NrOjrIeYMp;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/28/19 5:02 AM;;190.0;84.0;38.0;729.0;2,8125;15;23,8375;10.0;.0;1.0;.0;1.0;16.0;0;real
Footage shows that Hong Kong police are more restrained when facing violent rioters. https://t.co/isRNk0Mnmm;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/26/19 2:00 AM;;514.0;146.0;25.0;730.0;2,0454545455;11;12,8363636364;5.0;.0;2.0;1.0;1.0;22.0;0,0909090909;real
China's #HongKong ranked the 3rd globally among 190 economies in the ease of doing business, according to the World??Ý https://t.co/iJRzC3Duse;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/24/19 1:10 PM;;97.0;16.0;44.0;731.0;1,7;4,5;6,42;4.0;.0;2.0;1.0;1.0;10.0;0;real
???This (violence) is hurting Hong Kong. This will hurt everybody???s job. It will hurt students, and the future of Hon??Ý https://t.co/NLc7bPXeiP;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/24/19 2:15 AM;;519.0;131.0;38.0;732.0;2,1818181818;11;14,4454545455;7.0;.0;2.0;1.0;1.0;22.0;0,1818181818;real
The government of China's #HongKong Special Administrative Region (#HKSAR) on Wednesday announced cash incentive sc??Ý https://t.co/9KQcV4YxsL;303862998.0;People's Daily, China;PDChina;7041535.0;4593.0;Mon May 23 15:00:26 +0000 2011;10/23/19 3:22 PM;;94.0;15.0;44.0;733.0;2,4166666667;5,5;15,2666666667;9.0;.0;2.0;1.0;1.0;12.0;0,25;real
The #HongKong-#Zhuhai-#Macao #Bridge has seen over 14 million passengers as well as 1.5 million vehicles as of Wedn??Ý https://t.co/ivjvT8eunl;303862998.0;People's Daily, China;PDChina;7041535.0;4593.0;Mon May 23 15:00:26 +0000 2011;10/23/19 2:20 PM;;185.0;48.0;48.0;734.0;2,8235294118;16;24,3576470588;9.0;.0;1.0;.0;1.0;17.0;0;real
#OnThisDay: The world???s longest cross-sea bridge, the HongKong-Zhuhai-Macao Bridge, has received over 14 million pa??Ý https://t.co/RtugHho301;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/23/19 7:00 AM;;186.0;44.0;39.0;735.0;2,0952380952;20;17,3238095238;9.0;.0;1.0;.0;1.0;21.0;0,0476190476;real
???A lot of people in Hong Kong, like me, are afraid of the rioters.??? Residents??? voice their worries about the riots??Ý https://t.co/AxbdV4lRkk;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/23/19 2:30 AM;;206.0;63.0;40.0;736.0;1,7647058824;8;8,5485294118;4.0;.0;2.0;.0;1.0;17.0;0,0588235294;real
Chan Tong-kai (L), the #HongKong resident accused of killing his girlfriend in Taiwan, which then prompted the Hong??Ý https://t.co/woPAJ2v9A6;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/23/19 1:52 AM;;40.0;14.0;43.0;737.0;1,9;19;14,63;8.0;.0;1.0;.0;1.0;20.0;0,15;real
Acting Chief Executive of China's #HongKong Special Administrative Region (HKSAR) Matthew Cheung said on Tuesday th??Ý https://t.co/lLxOD69k03;303862998.0;People's Daily, China;PDChina;7041535.0;4593.0;Mon May 23 15:00:26 +0000 2011;10/22/19 12:43 PM;;38.0;6.0;48.0;738.0;1,7857142857;6,5;8,2114285714;6.0;.0;2.0;1.0;1.0;14.0;0,2142857143;real
Rioters set fire to the entrance of a Xiaomi store in Hong Kong. https://t.co/SZaWVTVppB;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/22/19 1:35 AM;;144.0;35.0;24.0;739.0;2,2;19;18,17;8.0;.0;1.0;.0;1.0;20.0;0,05;real
Rioters vandalize Chinese mainland-funded financial institutions in Hong Kong. https://t.co/p8sDySsjuf;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/21/19 2:00 AM;;273.0;69.0;27.0;740.0;1,8095238095;6,6666666667;8,4923809524;5.0;.0;3.0;2.0;1.0;21.0;0,0476190476;real
The #HongKong Special Administrative Region (HKSAR) government said on Sunday that it hopes Taiwan will receive the??Ý https://t.co/IGxFR6DuT7;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/20/19 8:00 PM;;36.0;4.0;43.0;741.0;2,75;15;23,1;10.0;.0;1.0;.0;1.0;16.0;0;real
Hong Kong police sincerely appeal to every member of the public to adopt peaceful and rational means of expression. https://t.co/VKPIheXVmH;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/20/19 3:00 AM;;154.0;31.0;36.0;742.0;2,5263157895;9,5;17,9255263158;6.0;.0;2.0;1.0;1.0;19.0;0,2105263158;real
How have the months-long riots in #HongKong affected the region???s tourism? https://t.co/oJvIuBWPNe;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/19/19 3:00 AM;;76.0;7.0;24.0;743.0;2,4375;15;19,4125;9.0;.0;1.0;.0;1.0;16.0;0,0625;real
Hong Kongese murder suspect Chan Tong-kai is to surrender himself to Taiwan after killing his pregnant girlfriend.??Ý https://t.co/zBRsfWBj4p;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/18/19 7:56 PM;;57.0;20.0;40.0;744.0;1,8181818182;11;10,1545454545;6.0;.0;2.0;1.0;1.0;22.0;0,0454545455;real
The ???five major demands??? of Hong Kong???s protesters are intended to humiliate and bring down HKSAR government, Singa??Ý https://t.co/0SPqfuYa8N;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/18/19 3:30 AM;;239.0;58.0;40.0;745.0;2,2631578947;18;18,5252631579;8.0;.0;1.0;.0;1.0;19.0;0,0526315789;real
Chief Executive of China's #HongKong Carrie Lam delivered on Wed her 3rd policy address, highlighting livelihood is??Ý https://t.co/OEvuUX5LMs;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/16/19 5:32 PM;;47.0;11.0;44.0;746.0;2,8235294118;16;24,3576470588;11.0;.0;1.0;.0;1.0;17.0;0;real
Hong Kong can get out of the impasse if the ???One Country, Two Systems??? principle is implemented, the chief executiv??Ý https://t.co/nbuQnfhvGy;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/16/19 6:40 AM;;90.0;10.0;37.0;747.0;1,7142857143;6,5;7,3685714286;3.0;.0;2.0;1.0;1.0;14.0;0;real
Umbrellas become ???multifunctional??? #weapons in Hong Kong protests https://t.co/PMSQcgiFut;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/16/19 3:01 AM;;122.0;52.0;22.0;748.0;2,7;4,5;18,22;6.0;.0;2.0;1.0;1.0;10.0;0,3;real
Two rioters held for stabbing police in Hong Kong https://t.co/GJWZKFoliG;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/15/19 1:45 AM;;144.0;39.0;17.0;749.0;2,3888888889;17;19,6188888889;9.0;.0;1.0;.0;1.0;18.0;0;real
A spokesperson for China's Hong Kong SAR govt expressed extreme indignation at the repeated attacks by masked riote??Ý https://t.co/fCviCjE8N2;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/14/19 5:30 AM;;73.0;19.0;44.0;750.0;1,8;9,5;9,55;8.0;.0;2.0;1.0;1.0;20.0;0,15;real
This is murder! #HongKong police officer got lashed in neck by rioter with sharp-edged object https://t.co/SclbnZmeTl;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/13/19 3:11 PM;;904.0;302.0;28.0;751.0;2;5,5;10,35;5.0;.0;2.0;.0;1.0;12.0;0,0833333333;real
#HongKong special administrative region justice secretary on Sun said the HK govt has given due consideration to hu??Ý https://t.co/9khlkTlfl3;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/13/19 6:30 AM;;75.0;8.0;44.0;752.0;2,2222222222;9;14,1422222222;10.0;.0;2.0;1.0;1.0;18.0;0,0555555556;real
Look what 'freedom fighters' are doing in Hong Kong https://t.co/PM2IiXK3xv;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/12/19 2:24 AM;;1610.0;428.0;19.0;753.0;2,1052631579;18;16,6621052632;7.0;.0;1.0;.0;1.0;19.0;0,1052631579;real
"Coffee &amp; Tea Talk: There???s a lot of talk about the NBA and China. Many are angry over Daryl Morey???s Hong Kong tweet??Ý https://t.co/bFRBWDGWv6";303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/11/19 12:00 PM;;153.0;27.0;48.0;754.0;2,4444444444;17;20,2744444444;9.0;.0;1.0;.0;1.0;18.0;0;real
No options can be ruled out to stop the violence and end the chaos, if we want #HongKong to have another chance: HK??Ý https://t.co/oe20SFUo9W;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/11/19 8:00 AM;;115.0;17.0;36.0;755.0;1,7619047619;20;13,3904761905;6.0;.0;1.0;.0;1.0;21.0;0,0476190476;real
VIDEO: #HongKong masked students break into classrooms to stir up trouble https://t.co/8cTlTndUSq;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/10/19 1:30 AM;;379.0;124.0;22.0;756.0;2,4444444444;8;16,7644444444;5.0;.0;1.0;1.0;1.0;9.0;0,2222222222;real
FIFA on Wed slapped a fine of $15K on the Hong Kong Football Association and issued a warning after fans booed the??Ý https://t.co/rvALyeXNKV;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/10/19 12:25 AM;;99.0;23.0;47.0;757.0;1,7;9;8,37;3.0;.0;1.0;.0;1.0;10.0;0;real
#PeoplesDailyComments: Has @Apple considered the consequences of offering navigation for rioters in #HongKong???Ý https://t.co/T1O19LIkD7;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/9/19 3:30 AM;;180.0;26.0;42.0;758.0;2,3157894737;18;19,1463157895;9.0;.0;1.0;.0;1.0;19.0;0,1578947368;real
60 years old #HongKong businessman designed and built a miniature Chinese bullet train system to celebrate the 70th??Ý https://t.co/7FpRJqUZQZ;303862998.0;People's Daily, China;PDChina;7041608.0;4594.0;Mon May 23 15:00:26 +0000 2011;10/8/19 3:20 PM;;582.0;102.0;41.0;759.0;1,75;7,5;8,18;8.0;.0;2.0;.0;1.0;16.0;0,0625;real
